,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,TEMP,sum,count,average
34479,34480,2013,12,7,15,4,395.0,364.0,404.0,421.0,6.0,1584.0,4,396.0
34480,34481,2013,12,7,16,4,395.0,364.0,404.0,450.0,5.0,1613.0,4,403.25
34481,34482,2013,12,7,17,4,424.0,388.0,422.0,443.0,2.0,1677.0,4,419.25
34482,34483,2013,12,7,18,4,413.0,396.0,427.0,429.0,0.0,1665.0,4,416.25
34483,34484,2013,12,7,19,4,393.0,377.0,403.0,439.0,0.0,1612.0,4,403.0
34484,34485,2013,12,7,20,4,393.0,377.0,403.0,460.0,0.0,1633.0,4,408.25
34485,34486,2013,12,7,21,4,386.0,431.0,466.0,480.0,1.0,1763.0,4,440.75
34486,34487,2013,12,7,22,4,399.0,396.0,419.0,424.0,-1.0,1638.0,4,409.5
34487,34488,2013,12,7,23,4,399.0,417.0,422.0,440.0,1.0,1678.0,4,419.5
34488,34489,2013,12,8,0,4,397.0,379.0,394.0,403.0,2.0,1573.0,4,393.25
34489,34490,2013,12,8,1,4,383.0,340.0,385.0,403.0,3.0,1511.0,4,377.75
34490,34491,2013,12,8,2,4,388.0,309.0,365.0,389.0,3.0,1451.0,4,362.75
34491,34492,2013,12,8,3,4,401.0,311.0,372.0,432.0,3.0,1516.0,4,379.0
34492,34493,2013,12,8,4,4,383.0,361.0,407.0,432.0,3.0,1583.0,4,395.75
34493,34494,2013,12,8,5,4,395.0,344.0,407.0,435.0,3.0,1581.0,4,395.25
34494,34495,2013,12,8,6,4,390.0,333.0,372.0,403.0,4.0,1498.0,4,374.5
34495,34496,2013,12,8,7,4,363.0,318.0,361.0,379.0,2.0,1421.0,4,355.25
34496,34497,2013,12,8,8,4,312.0,309.0,331.0,346.0,2.0,1298.0,4,324.5
34497,34498,2013,12,8,9,4,331.0,328.0,339.0,354.0,3.0,1352.0,4,338.0
34498,34499,2013,12,8,10,4,307.0,305.0,337.0,343.0,5.0,1292.0,4,323.0
34499,34500,2013,12,8,11,4,255.0,294.0,319.0,266.0,6.0,1134.0,4,283.5
34500,34501,2013,12,8,12,4,196.0,223.0,219.0,206.0,7.0,844.0,4,211.0
34501,34502,2013,12,8,13,4,210.0,163.0,177.0,184.0,9.0,734.0,4,183.5
34502,34503,2013,12,8,14,4,129.0,84.0,101.0,47.0,11.0,361.0,4,90.25
34503,34504,2013,12,8,15,4,72.0,13.0,18.0,13.0,10.0,116.0,4,29.0
34504,34505,2013,12,8,16,4,52.0,8.0,8.0,15.0,10.0,83.0,4,20.75
34505,34506,2013,12,8,17,4,35.0,11.0,13.0,15.0,8.0,74.0,4,18.5
34506,34507,2013,12,8,18,4,10.0,11.0,11.0,17.0,7.0,49.0,4,12.25
34507,34508,2013,12,8,19,4,7.0,5.0,7.0,11.0,6.0,30.0,4,7.5
34508,34509,2013,12,8,20,4,6.0,6.0,3.0,15.0,5.0,30.0,4,7.5
34509,34510,2013,12,8,21,4,22.0,11.0,3.0,12.0,4.0,48.0,4,12.0
34510,34511,2013,12,8,22,4,7.0,8.0,7.0,14.0,3.0,36.0,4,9.0
34511,34512,2013,12,8,23,4,3.0,7.0,6.0,12.0,3.0,28.0,4,7.0
34512,34513,2013,12,9,0,4,3.0,5.0,3.0,8.0,2.0,19.0,4,4.75
34513,34514,2013,12,9,1,4,3.0,5.0,6.0,8.0,2.0,22.0,4,5.5
34514,34515,2013,12,9,2,4,16.0,6.0,5.0,6.0,1.0,33.0,4,8.25
34515,34516,2013,12,9,3,4,12.0,3.0,6.0,7.0,-1.0,28.0,4,7.0
34516,34517,2013,12,9,4,4,10.0,3.0,7.0,8.0,2.0,28.0,4,7.0
34517,34518,2013,12,9,5,4,12.0,7.0,9.0,8.0,2.0,36.0,4,9.0
34518,34519,2013,12,9,6,4,3.0,3.0,4.0,8.0,1.0,18.0,4,4.5
34519,34520,2013,12,9,7,4,16.0,8.0,9.0,11.0,0.0,44.0,4,11.0
34520,34521,2013,12,9,8,4,15.0,3.0,14.0,12.0,1.0,44.0,4,11.0
34521,34522,2013,12,9,9,4,8.0,3.0,4.0,11.0,3.0,26.0,4,6.5
34522,34523,2013,12,9,10,4,20.0,7.0,15.0,11.0,4.0,53.0,4,13.25
34523,34524,2013,12,9,11,4,7.0,8.0,3.0,9.0,5.0,27.0,4,6.75
34524,34525,2013,12,9,12,4,20.0,3.0,11.0,17.0,6.0,51.0,4,12.75
34525,34526,2013,12,9,13,4,5.0,3.0,3.0,12.0,7.0,23.0,4,5.75
34526,34527,2013,12,9,14,4,23.0,3.0,3.0,12.0,6.0,41.0,4,10.25
34527,34528,2013,12,9,15,4,16.0,6.0,9.0,10.0,6.0,41.0,4,10.25
34528,34529,2013,12,9,16,4,16.0,6.0,3.0,14.0,6.0,39.0,4,9.75
34529,34530,2013,12,9,17,4,8.0,7.0,3.0,12.0,5.0,30.0,4,7.5
34530,34531,2013,12,9,18,4,12.0,13.0,12.0,19.0,2.0,56.0,4,14.0
34531,34532,2013,12,9,19,4,17.0,18.0,10.0,20.0,0.0,65.0,4,16.25
34532,34533,2013,12,9,20,4,20.0,56.0,40.0,55.0,-2.0,171.0,4,42.75
34533,34534,2013,12,9,21,4,25.0,73.0,55.0,68.0,-3.0,221.0,4,55.25
34534,34535,2013,12,9,22,4,34.0,71.0,51.0,58.0,-2.0,214.0,4,53.5
34535,34536,2013,12,9,23,4,24.0,82.0,56.0,63.0,-3.0,225.0,4,56.25
34536,34537,2013,12,10,0,4,24.0,79.0,47.0,52.0,-3.0,202.0,4,50.5
34537,34538,2013,12,10,1,4,26.0,74.0,45.0,44.0,-5.0,189.0,4,47.25
34538,34539,2013,12,10,2,4,29.0,71.0,51.0,60.0,-6.0,211.0,4,52.75
34539,34540,2013,12,10,3,4,28.0,61.0,50.0,64.0,-6.0,203.0,4,50.75
34540,34541,2013,12,10,4,4,40.0,47.0,48.0,44.0,-4.0,179.0,4,44.75
34541,34542,2013,12,10,5,4,30.0,54.0,46.0,38.0,-5.0,168.0,4,42.0
34542,34543,2013,12,10,6,4,29.0,52.0,38.0,41.0,-4.0,160.0,4,40.0
34543,34544,2013,12,10,7,4,21.0,57.0,36.0,29.0,-4.0,143.0,4,35.75
34544,34545,2013,12,10,8,4,19.0,59.0,31.0,32.0,-3.0,141.0,4,35.25
34545,34546,2013,12,10,9,4,23.0,37.0,43.0,41.0,-2.0,144.0,4,36.0
34546,34547,2013,12,10,10,4,16.0,63.0,47.0,53.0,0.0,179.0,4,44.75
34547,34548,2013,12,10,11,4,34.0,37.0,38.0,24.0,1.0,133.0,4,33.25
34548,34549,2013,12,10,12,4,15.0,8.0,11.0,16.0,5.0,50.0,4,12.5
34549,34550,2013,12,10,13,4,15.0,9.0,12.0,14.0,6.0,50.0,4,12.5
34550,34551,2013,12,10,14,4,12.0,3.0,3.0,8.0,6.0,26.0,4,6.5
34551,34552,2013,12,10,15,4,14.0,7.0,6.0,9.0,6.0,36.0,4,9.0
34552,34553,2013,12,10,16,4,7.0,8.0,8.0,8.0,5.0,31.0,4,7.75
34553,34554,2013,12,10,17,4,11.0,3.0,6.0,10.0,4.0,30.0,4,7.5
34554,34555,2013,12,10,18,4,13.0,12.0,7.0,13.0,3.0,45.0,4,11.25
34555,34556,2013,12,10,19,4,13.0,7.0,7.0,11.0,2.0,38.0,4,9.5
34556,34557,2013,12,10,20,4,7.0,7.0,9.0,7.0,2.0,30.0,4,7.5
34557,34558,2013,12,10,21,4,7.0,7.0,7.0,14.0,1.0,35.0,4,8.75
34558,34559,2013,12,10,22,4,9.0,8.0,9.0,13.0,1.0,39.0,4,9.75
34559,34560,2013,12,10,23,4,6.0,9.0,4.0,9.0,1.0,28.0,4,7.0
34560,34561,2013,12,11,0,4,3.0,6.0,3.0,8.0,0.0,20.0,4,5.0
34561,34562,2013,12,11,1,4,3.0,4.0,3.0,6.0,0.0,16.0,4,4.0
34562,34563,2013,12,11,2,4,6.0,3.0,6.0,6.0,-1.0,21.0,4,5.25
34563,34564,2013,12,11,3,4,3.0,10.0,8.0,5.0,-2.0,26.0,4,6.5
34564,34565,2013,12,11,4,4,5.0,8.0,4.0,11.0,-2.0,28.0,4,7.0
34565,34566,2013,12,11,5,4,5.0,8.0,6.0,9.0,-4.0,28.0,4,7.0
34566,34567,2013,12,11,6,4,3.0,13.0,8.0,8.0,-5.0,32.0,4,8.0
34567,34568,2013,12,11,7,4,8.0,41.0,10.0,23.0,-5.0,82.0,4,20.5
34568,34569,2013,12,11,8,4,5.0,20.0,3.0,10.0,-1.0,38.0,4,9.5
34569,34570,2013,12,11,9,4,25.0,15.0,15.0,16.0,1.0,71.0,4,17.75
34570,34571,2013,12,11,10,4,31.0,20.0,27.0,30.0,3.0,108.0,4,27.0
34571,34572,2013,12,11,11,4,30.0,20.0,26.0,35.0,4.0,111.0,4,27.75
34572,34573,2013,12,11,12,4,28.0,27.0,33.0,33.0,5.0,121.0,4,30.25
34573,34574,2013,12,11,13,4,15.0,28.0,39.0,33.0,6.0,115.0,4,28.75
34574,34575,2013,12,11,14,4,27.0,19.0,28.0,17.0,7.0,91.0,4,22.75
34575,34576,2013,12,11,15,4,35.0,23.0,24.0,29.0,7.0,111.0,4,27.75
34576,34577,2013,12,11,16,4,32.0,28.0,28.0,31.0,7.0,119.0,4,29.75
34577,34578,2013,12,11,17,4,36.0,29.0,29.0,34.0,6.0,128.0,4,32.0
34578,34579,2013,12,11,18,4,36.0,29.0,29.0,40.0,3.0,134.0,4,33.5
34579,34580,2013,12,11,19,4,51.0,112.0,80.0,75.0,3.0,318.0,4,79.5
34580,34581,2013,12,11,20,4,46.0,110.0,92.0,55.0,3.0,303.0,4,75.75
34581,34582,2013,12,11,21,4,50.0,120.0,82.0,76.0,2.0,328.0,4,82.0
34582,34583,2013,12,11,22,4,49.0,113.0,79.0,89.0,1.0,330.0,4,82.5
34583,34584,2013,12,11,23,4,47.0,77.0,58.0,60.0,-1.0,242.0,4,60.5
34584,34585,2013,12,12,0,4,52.0,60.0,58.0,47.0,-3.0,217.0,4,54.25
34585,34586,2013,12,12,1,4,40.0,76.0,49.0,53.0,-3.0,218.0,4,54.5
34586,34587,2013,12,12,2,4,44.0,71.0,56.0,61.0,-4.0,232.0,4,58.0
34587,34588,2013,12,12,3,4,30.0,46.0,41.0,48.0,-6.0,165.0,4,41.25
34588,34589,2013,12,12,4,4,15.0,22.0,10.0,14.0,-7.0,61.0,4,15.25
34589,34590,2013,12,12,5,4,6.0,34.0,22.0,39.0,-7.0,101.0,4,25.25
34590,34591,2013,12,12,6,4,13.0,25.0,19.0,23.0,-3.0,80.0,4,20.0
34591,34592,2013,12,12,7,4,12.0,13.0,12.0,10.0,-1.0,47.0,4,11.75
34592,34593,2013,12,12,8,4,3.0,9.0,3.0,11.0,-1.0,26.0,4,6.5
34593,34594,2013,12,12,9,4,11.0,7.0,6.0,10.0,0.0,34.0,4,8.5
34594,34595,2013,12,12,10,4,3.0,8.0,12.0,9.0,0.0,32.0,4,8.0
34595,34596,2013,12,12,11,4,6.0,7.0,7.0,12.0,0.0,32.0,4,8.0
34596,34597,2013,12,12,12,4,10.0,4.0,3.0,8.0,1.0,25.0,4,6.25
34597,34598,2013,12,12,13,4,9.0,7.0,6.0,6.0,1.0,28.0,4,7.0
34598,34599,2013,12,12,14,4,8.0,11.0,10.0,13.0,1.0,42.0,4,10.5
34599,34600,2013,12,12,15,4,8.0,5.0,3.0,10.0,0.0,26.0,4,6.5
34600,34601,2013,12,12,16,4,17.0,4.0,5.0,8.0,-1.0,34.0,4,8.5
34601,34602,2013,12,12,17,4,8.0,13.0,3.0,9.0,-3.0,33.0,4,8.25
34602,34603,2013,12,12,18,4,8.0,15.0,5.0,16.0,-4.0,44.0,4,11.0
34603,34604,2013,12,12,19,4,9.0,29.0,12.0,23.0,-4.0,73.0,4,18.25
34604,34605,2013,12,12,20,4,8.0,12.0,9.0,12.0,-5.0,41.0,4,10.25
34605,34606,2013,12,12,21,4,16.0,26.0,13.0,16.0,-6.0,71.0,4,17.75
34606,34607,2013,12,12,22,4,18.0,51.0,31.0,38.0,-6.0,138.0,4,34.5
34607,34608,2013,12,12,23,4,15.0,44.0,35.0,49.0,-8.0,143.0,4,35.75
34608,34609,2013,12,13,0,4,38.0,40.0,41.0,45.0,-8.0,164.0,4,41.0
34609,34610,2013,12,13,1,4,45.0,39.0,43.0,48.0,-6.0,175.0,4,43.75
34610,34611,2013,12,13,2,4,42.0,39.0,44.0,45.0,-7.0,170.0,4,42.5
34611,34612,2013,12,13,3,4,37.0,42.0,35.0,39.0,-5.0,153.0,4,38.25
34612,34613,2013,12,13,4,4,38.0,37.0,32.0,43.0,-8.0,150.0,4,37.5
34613,34614,2013,12,13,5,4,48.0,53.0,45.0,51.0,-9.0,197.0,4,49.25
34614,34615,2013,12,13,6,4,44.0,79.0,46.0,88.0,-10.0,257.0,4,64.25
34615,34616,2013,12,13,7,4,25.0,102.0,75.0,92.0,-10.0,294.0,4,73.5
34616,34617,2013,12,13,8,4,34.0,131.0,67.0,85.0,-7.0,317.0,4,79.25
34617,34618,2013,12,13,9,4,35.0,94.0,96.0,87.0,-3.0,312.0,4,78.0
34618,34619,2013,12,13,10,4,54.0,23.0,32.0,30.0,-1.0,139.0,4,34.75
34619,34620,2013,12,13,11,4,78.0,41.0,62.0,57.0,0.0,238.0,4,59.5
34620,34621,2013,12,13,12,4,57.0,53.0,67.0,58.0,1.0,235.0,4,58.75
34621,34622,2013,12,13,13,4,55.0,41.0,41.0,49.0,1.0,186.0,4,46.5
34622,34623,2013,12,13,14,4,47.0,38.0,46.0,52.0,3.0,183.0,4,45.75
34623,34624,2013,12,13,15,4,77.0,58.0,74.0,79.0,2.0,288.0,4,72.0
34624,34625,2013,12,13,16,4,83.0,66.0,80.0,88.0,2.0,317.0,4,79.25
34625,34626,2013,12,13,17,4,108.0,79.0,98.0,114.0,1.0,399.0,4,99.75
34626,34627,2013,12,13,18,4,122.0,91.0,103.0,144.0,-4.0,460.0,4,115.0
34627,34628,2013,12,13,19,4,140.0,104.0,109.0,101.0,-3.0,454.0,4,113.5
34628,34629,2013,12,13,20,4,73.0,38.0,55.0,66.0,-3.0,232.0,4,58.0
34629,34630,2013,12,13,21,4,59.0,37.0,39.0,68.0,-4.0,203.0,4,50.75
34630,34631,2013,12,13,22,4,58.0,54.0,42.0,69.0,-6.0,223.0,4,55.75
34631,34632,2013,12,13,23,4,44.0,77.0,60.0,71.0,-7.0,252.0,4,63.0
34632,34633,2013,12,14,0,4,47.0,100.0,93.0,123.0,-7.0,363.0,4,90.75
34633,34634,2013,12,14,1,4,95.0,116.0,110.0,118.0,-8.0,439.0,4,109.75
34634,34635,2013,12,14,2,4,80.0,67.0,86.0,91.0,-9.0,324.0,4,81.0
34635,34636,2013,12,14,3,4,39.0,47.0,44.0,69.0,-8.0,199.0,4,49.75
34636,34637,2013,12,14,4,4,22.0,56.0,38.0,53.0,-7.0,169.0,4,42.25
34637,34638,2013,12,14,5,4,24.0,45.0,36.0,51.0,-7.0,156.0,4,39.0
34638,34639,2013,12,14,6,4,21.0,43.0,36.0,43.0,-8.0,143.0,4,35.75
34639,34640,2013,12,14,7,4,17.0,39.0,27.0,53.0,-10.0,136.0,4,34.0
34640,34641,2013,12,14,8,4,17.0,31.0,37.0,41.0,-8.0,126.0,4,31.5
34641,34642,2013,12,14,9,4,14.0,30.0,21.0,28.0,-3.0,93.0,4,23.25
34642,34643,2013,12,14,10,4,16.0,24.0,18.0,25.0,-1.0,83.0,4,20.75
34643,34644,2013,12,14,11,4,20.0,22.0,22.0,26.0,1.0,90.0,4,22.5
34644,34645,2013,12,14,12,4,15.0,19.0,26.0,21.0,3.0,81.0,4,20.25
34645,34646,2013,12,14,13,4,18.0,14.0,21.0,17.0,3.0,70.0,4,17.5
34646,34647,2013,12,14,14,4,23.0,19.0,18.0,23.0,4.0,83.0,4,20.75
34647,34648,2013,12,14,15,4,54.0,24.0,28.0,28.0,5.0,134.0,4,33.5
34648,34649,2013,12,14,16,4,119.0,24.0,106.0,117.0,4.0,366.0,4,91.5
34649,34650,2013,12,14,17,4,117.0,101.0,115.0,125.0,1.0,458.0,4,114.5
34650,34651,2013,12,14,18,4,129.0,99.0,112.0,122.0,-2.0,462.0,4,115.5
34651,34652,2013,12,14,19,4,122.0,85.0,108.0,92.0,-3.0,407.0,4,101.75
34652,34653,2013,12,14,20,4,99.0,57.0,49.0,51.0,-4.0,256.0,4,64.0
34653,34654,2013,12,14,21,4,40.0,68.0,66.0,61.0,-2.0,235.0,4,58.75
34654,34655,2013,12,14,22,4,50.0,69.0,55.0,80.0,-1.0,254.0,4,63.5
34655,34656,2013,12,14,23,4,49.0,81.0,54.0,52.0,-3.0,236.0,4,59.0
34656,34657,2013,12,15,0,4,36.0,56.0,55.0,39.0,-3.0,186.0,4,46.5
34657,34658,2013,12,15,1,4,32.0,54.0,41.0,48.0,-3.0,175.0,4,43.75
34658,34659,2013,12,15,2,4,51.0,64.0,39.0,69.0,-4.0,223.0,4,55.75
34659,34660,2013,12,15,3,4,33.0,54.0,47.0,42.0,-5.0,176.0,4,44.0
34660,34661,2013,12,15,4,4,13.0,36.0,21.0,16.0,-5.0,86.0,4,21.5
34661,34662,2013,12,15,5,4,14.0,29.0,8.0,16.0,-5.0,67.0,4,16.75
34662,34663,2013,12,15,6,4,6.0,27.0,13.0,15.0,-2.0,61.0,4,15.25
34663,34664,2013,12,15,7,4,16.0,27.0,19.0,22.0,-3.0,84.0,4,21.0
34664,34665,2013,12,15,8,4,12.0,29.0,22.0,27.0,-2.0,90.0,4,22.5
34665,34666,2013,12,15,9,4,16.0,27.0,19.0,24.0,0.0,86.0,4,21.5
34666,34667,2013,12,15,10,4,17.0,50.0,28.0,39.0,1.0,134.0,4,33.5
34667,34668,2013,12,15,11,4,13.0,28.0,34.0,44.0,3.0,119.0,4,29.75
34668,34669,2013,12,15,12,4,26.0,30.0,31.0,25.0,4.0,112.0,4,28.0
34669,34670,2013,12,15,13,4,38.0,30.0,37.0,29.0,4.0,134.0,4,33.5
34670,34671,2013,12,15,14,4,38.0,30.0,39.0,38.0,5.0,145.0,4,36.25
34671,34672,2013,12,15,15,4,41.0,39.0,54.0,48.0,5.0,182.0,4,45.5
34672,34673,2013,12,15,16,4,45.0,50.0,45.0,60.0,4.0,200.0,4,50.0
34673,34674,2013,12,15,17,4,56.0,66.0,57.0,67.0,1.0,246.0,4,61.5
34674,34675,2013,12,15,18,4,72.0,62.0,52.0,60.0,0.0,246.0,4,61.5
34675,34676,2013,12,15,19,4,84.0,58.0,75.0,79.0,-2.0,296.0,4,74.0
34676,34677,2013,12,15,20,4,83.0,70.0,78.0,86.0,-3.0,317.0,4,79.25
34677,34678,2013,12,15,21,4,101.0,153.0,78.0,98.0,-3.0,430.0,4,107.5
34678,34679,2013,12,15,22,4,84.0,175.0,165.0,163.0,-5.0,587.0,4,146.75
34679,34680,2013,12,15,23,4,115.0,237.0,222.0,271.0,-4.0,845.0,4,211.25
34680,34681,2013,12,16,0,4,173.0,308.0,307.0,331.0,-5.0,1119.0,4,279.75
34681,34682,2013,12,16,1,4,244.0,280.0,316.0,291.0,-6.0,1131.0,4,282.75
34682,34683,2013,12,16,2,4,260.0,233.0,255.0,262.0,-5.0,1010.0,4,252.5
34683,34684,2013,12,16,3,4,189.0,217.0,187.0,201.0,-6.0,794.0,4,198.5
34684,34685,2013,12,16,4,4,94.0,165.0,146.0,90.0,-7.0,495.0,4,123.75
34685,34686,2013,12,16,5,4,58.0,146.0,73.0,73.0,-8.0,350.0,4,87.5
34686,34687,2013,12,16,6,4,39.0,97.0,53.0,66.0,-8.0,255.0,4,63.75
34687,34688,2013,12,16,7,4,50.0,89.0,68.0,88.0,-7.0,295.0,4,73.75
34688,34689,2013,12,16,8,4,52.0,83.0,76.0,82.0,-8.0,293.0,4,73.25
34689,34690,2013,12,16,9,4,53.0,83.0,76.0,84.0,-6.0,296.0,4,74.0
34690,34691,2013,12,16,10,4,,102.0,74.0,89.0,-3.0,265.0,3,88.33
34691,34692,2013,12,16,11,4,57.0,99.0,,117.0,-1.0,273.0,3,91.0
34692,34693,2013,12,16,12,4,109.0,109.0,83.0,135.0,1.0,436.0,4,109.0
34693,34694,2013,12,16,13,4,129.0,126.0,126.0,143.0,1.0,524.0,4,131.0
34694,34695,2013,12,16,14,4,144.0,137.0,146.0,156.0,2.0,583.0,4,145.75
34695,34696,2013,12,16,15,4,147.0,146.0,151.0,174.0,2.0,618.0,4,154.5
34696,34697,2013,12,16,16,4,162.0,161.0,164.0,202.0,1.0,689.0,4,172.25
34697,34698,2013,12,16,17,4,188.0,177.0,169.0,194.0,-1.0,728.0,4,182.0
34698,34699,2013,12,16,18,4,184.0,204.0,188.0,210.0,-2.0,786.0,4,196.5
34699,34700,2013,12,16,19,4,194.0,213.0,213.0,247.0,-2.0,867.0,4,216.75
34700,34701,2013,12,16,20,4,209.0,243.0,212.0,284.0,-2.0,948.0,4,237.0
34701,34702,2013,12,16,21,4,227.0,284.0,255.0,281.0,-1.0,1047.0,4,261.75
34702,34703,2013,12,16,22,4,256.0,290.0,309.0,291.0,-1.0,1146.0,4,286.5
34703,34704,2013,12,16,23,4,252.0,259.0,267.0,310.0,-1.0,1088.0,4,272.0
34704,34705,2013,12,17,0,4,,,,280.0,-2.0,280.0,1,280.0
34705,34706,2013,12,17,1,4,247.0,,,302.0,-3.0,549.0,2,274.5
34706,34707,2013,12,17,2,4,205.0,,,259.0,-3.0,464.0,2,232.0
34707,34708,2013,12,17,3,4,169.0,,,198.0,-2.0,367.0,2,183.5
34708,34709,2013,12,17,4,4,184.0,,,192.0,-1.0,376.0,2,188.0
34709,34710,2013,12,17,5,4,127.0,,,127.0,-2.0,254.0,2,127.0
34710,34711,2013,12,17,6,4,96.0,,,89.0,-1.0,185.0,2,92.5
34711,34712,2013,12,17,7,4,46.0,42.0,49.0,40.0,0.0,177.0,4,44.25
34712,34713,2013,12,17,8,4,46.0,21.0,20.0,24.0,0.0,111.0,4,27.75
34713,34714,2013,12,17,9,4,15.0,19.0,17.0,26.0,0.0,77.0,4,19.25
34714,34715,2013,12,17,10,4,27.0,18.0,22.0,20.0,0.0,87.0,4,21.75
34715,34716,2013,12,17,11,4,28.0,18.0,13.0,19.0,1.0,78.0,4,19.5
34716,34717,2013,12,17,12,4,28.0,18.0,18.0,24.0,2.0,88.0,4,22.0
34717,34718,2013,12,17,13,4,28.0,20.0,24.0,27.0,1.0,99.0,4,24.75
34718,34719,2013,12,17,14,4,27.0,18.0,18.0,30.0,2.0,93.0,4,23.25
34719,34720,2013,12,17,15,4,27.0,20.0,24.0,26.0,2.0,97.0,4,24.25
34720,34721,2013,12,17,16,4,25.0,21.0,23.0,28.0,1.0,97.0,4,24.25
34721,34722,2013,12,17,17,4,22.0,29.0,26.0,39.0,0.0,116.0,4,29.0
34722,34723,2013,12,17,18,4,28.0,56.0,34.0,30.0,-3.0,148.0,4,37.0
34723,34724,2013,12,17,19,4,32.0,62.0,54.0,27.0,-1.0,175.0,4,43.75
34724,34725,2013,12,17,20,4,14.0,14.0,14.0,17.0,-2.0,59.0,4,14.75
34725,34726,2013,12,17,21,4,14.0,13.0,11.0,13.0,-3.0,51.0,4,12.75
34726,34727,2013,12,17,22,4,12.0,10.0,9.0,11.0,-4.0,42.0,4,10.5
34727,34728,2013,12,17,23,4,10.0,10.0,9.0,12.0,-5.0,41.0,4,10.25
34728,34729,2013,12,18,0,4,10.0,8.0,14.0,12.0,-5.0,44.0,4,11.0
34729,34730,2013,12,18,1,4,12.0,8.0,11.0,10.0,-6.0,41.0,4,10.25
34730,34731,2013,12,18,2,4,9.0,8.0,12.0,11.0,-6.0,40.0,4,10.0
34731,34732,2013,12,18,3,4,14.0,8.0,12.0,13.0,-7.0,47.0,4,11.75
34732,34733,2013,12,18,4,4,9.0,8.0,11.0,12.0,-7.0,40.0,4,10.0
34733,34734,2013,12,18,5,4,14.0,12.0,11.0,12.0,-10.0,49.0,4,12.25
34734,34735,2013,12,18,6,4,18.0,16.0,24.0,27.0,-11.0,85.0,4,21.25
34735,34736,2013,12,18,7,4,19.0,12.0,16.0,12.0,-10.0,59.0,4,14.75
34736,34737,2013,12,18,8,4,13.0,11.0,11.0,19.0,-6.0,54.0,4,13.5
34737,34738,2013,12,18,9,4,13.0,11.0,15.0,18.0,-4.0,57.0,4,14.25
34738,34739,2013,12,18,10,4,20.0,11.0,15.0,17.0,-3.0,63.0,4,15.75
34739,34740,2013,12,18,11,4,15.0,,13.0,19.0,-1.0,47.0,3,15.67
34740,34741,2013,12,18,12,4,17.0,7.0,16.0,20.0,1.0,60.0,4,15.0
34741,34742,2013,12,18,13,4,26.0,15.0,17.0,13.0,0.0,71.0,4,17.75
34742,34743,2013,12,18,14,4,63.0,28.0,43.0,55.0,0.0,189.0,4,47.25
34743,34744,2013,12,18,15,4,62.0,53.0,54.0,59.0,0.0,228.0,4,57.0
34744,34745,2013,12,18,16,4,76.0,58.0,70.0,78.0,-1.0,282.0,4,70.5
34745,34746,2013,12,18,17,4,90.0,70.0,80.0,91.0,-3.0,331.0,4,82.75
34746,34747,2013,12,18,18,4,92.0,70.0,87.0,97.0,-4.0,346.0,4,86.5
34747,34748,2013,12,18,19,4,97.0,75.0,85.0,97.0,-5.0,354.0,4,88.5
34748,34749,2013,12,18,20,4,105.0,122.0,96.0,123.0,-5.0,446.0,4,111.5
34749,34750,2013,12,18,21,4,106.0,168.0,129.0,162.0,-8.0,565.0,4,141.25
34750,34751,2013,12,18,22,4,145.0,236.0,184.0,214.0,-7.0,779.0,4,194.75
34751,34752,2013,12,18,23,4,,,,160.0,-7.0,160.0,1,160.0
34752,34753,2013,12,19,0,4,57.0,,,41.0,-9.0,98.0,2,49.0
34753,34754,2013,12,19,1,4,57.0,,,18.0,-7.0,75.0,2,37.5
34754,34755,2013,12,19,2,4,13.0,,,11.0,-10.0,24.0,2,12.0
34755,34756,2013,12,19,3,4,13.0,,,8.0,-8.0,21.0,2,10.5
34756,34757,2013,12,19,4,4,13.0,,,9.0,-10.0,22.0,2,11.0
34757,34758,2013,12,19,5,4,13.0,,,8.0,-11.0,21.0,2,10.5
34758,34759,2013,12,19,6,4,8.0,,,10.0,-10.0,18.0,2,9.0
34759,34760,2013,12,19,7,4,8.0,,,16.0,-8.0,24.0,2,12.0
34760,34761,2013,12,19,8,4,18.0,,,23.0,-7.0,41.0,2,20.5
34761,34762,2013,12,19,9,4,18.0,,,26.0,-6.0,44.0,2,22.0
34762,34763,2013,12,19,10,4,5.0,,,31.0,-4.0,36.0,2,18.0
34763,34764,2013,12,19,11,4,32.0,,31.0,31.0,-3.0,94.0,3,31.33
34764,34765,2013,12,19,12,4,33.0,,30.0,27.0,-1.0,90.0,3,30.0
34765,34766,2013,12,19,13,4,30.0,,20.0,23.0,-1.0,73.0,3,24.33
34766,34767,2013,12,19,14,4,25.0,,28.0,27.0,0.0,80.0,3,26.67
34767,34768,2013,12,19,15,4,24.0,,26.0,33.0,0.0,83.0,3,27.67
34768,34769,2013,12,19,16,4,45.0,,32.0,30.0,0.0,107.0,3,35.67
34769,34770,2013,12,19,17,4,58.0,40.0,43.0,43.0,-2.0,184.0,4,46.0
34770,34771,2013,12,19,18,4,58.0,66.0,43.0,48.0,-4.0,215.0,4,53.75
34771,34772,2013,12,19,19,4,79.0,64.0,44.0,80.0,-1.0,267.0,4,66.75
34772,34773,2013,12,19,20,4,101.0,69.0,79.0,93.0,-4.0,342.0,4,85.5
34773,34774,2013,12,19,21,4,94.0,74.0,79.0,95.0,-6.0,342.0,4,85.5
